,id,label,uri
577,03447721-n,"gong, tam-tam",http://wordnet-rdf.princeton.edu/wn30/03447721-n
578,03450230-n,gown,http://wordnet-rdf.princeton.edu/wn30/03450230-n
579,03452741-n,"grand piano, grand",http://wordnet-rdf.princeton.edu/wn30/03452741-n
580,03457902-n,"greenhouse, nursery, glasshouse",http://wordnet-rdf.princeton.edu/wn30/03457902-n
581,03459775-n,"grille, radiator grille",http://wordnet-rdf.princeton.edu/wn30/03459775-n
582,03461385-n,"grocery store, grocery, food market, market",http://wordnet-rdf.princeton.edu/wn30/03461385-n
583,03467068-n,guillotine,http://wordnet-rdf.princeton.edu/wn30/03467068-n
584,03476684-n,hair slide,http://wordnet-rdf.princeton.edu/wn30/03476684-n
585,03476991-n,hair spray,http://wordnet-rdf.princeton.edu/wn30/03476991-n
586,03478589-n,half track,http://wordnet-rdf.princeton.edu/wn30/03478589-n
587,03481172-n,hammer,http://wordnet-rdf.princeton.edu/wn30/03481172-n
588,03482405-n,hamper,http://wordnet-rdf.princeton.edu/wn30/03482405-n
589,03483316-n,"hand blower, blow dryer, blow drier, hair dryer, hair drier",http://wordnet-rdf.princeton.edu/wn30/03483316-n
590,03485407-n,"hand-held computer, hand-held microcomputer",http://wordnet-rdf.princeton.edu/wn30/03485407-n
591,03485794-n,"handkerchief, hankie, hanky, hankey",http://wordnet-rdf.princeton.edu/wn30/03485794-n
592,03492542-n,"hard disc, hard disk, fixed disk",http://wordnet-rdf.princeton.edu/wn30/03492542-n
593,03494278-n,"harmonica, mouth organ, harp, mouth harp",http://wordnet-rdf.princeton.edu/wn30/03494278-n
594,03495258-n,harp,http://wordnet-rdf.princeton.edu/wn30/03495258-n
595,03496892-n,"harvester, reaper",http://wordnet-rdf.princeton.edu/wn30/03496892-n
596,03498962-n,hatchet,http://wordnet-rdf.princeton.edu/wn30/03498962-n
597,03527444-n,holster,http://wordnet-rdf.princeton.edu/wn30/03527444-n
598,03529860-n,"home theater, home theatre",http://wordnet-rdf.princeton.edu/wn30/03529860-n
599,03530642-n,honeycomb,http://wordnet-rdf.princeton.edu/wn30/03530642-n
600,03532672-n,"hook, claw",http://wordnet-rdf.princeton.edu/wn30/03532672-n
601,03534580-n,"hoopskirt, crinoline",http://wordnet-rdf.princeton.edu/wn30/03534580-n
602,03535780-n,"horizontal bar, high bar",http://wordnet-rdf.princeton.edu/wn30/03535780-n
603,03538406-n,"horse cart, horse-cart",http://wordnet-rdf.princeton.edu/wn30/03538406-n
604,03544143-n,hourglass,http://wordnet-rdf.princeton.edu/wn30/03544143-n
605,03584254-n,iPod,http://wordnet-rdf.princeton.edu/wn30/03584254-n
606,03584829-n,"iron, smoothing iron",http://wordnet-rdf.princeton.edu/wn30/03584829-n
607,03590841-n,jack-o'-lantern,http://wordnet-rdf.princeton.edu/wn30/03590841-n
608,03594734-n,"jean, blue jean, denim",http://wordnet-rdf.princeton.edu/wn30/03594734-n
609,03594945-n,"jeep, landrover",http://wordnet-rdf.princeton.edu/wn30/03594945-n
610,03595614-n,"jersey, T-shirt, tee shirt",http://wordnet-rdf.princeton.edu/wn30/03595614-n
611,03598930-n,jigsaw puzzle,http://wordnet-rdf.princeton.edu/wn30/03598930-n
612,03599486-n,"jinrikisha, ricksha, rickshaw",http://wordnet-rdf.princeton.edu/wn30/03599486-n
613,03602883-n,joystick,http://wordnet-rdf.princeton.edu/wn30/03602883-n
614,03617480-n,kimono,http://wordnet-rdf.princeton.edu/wn30/03617480-n
615,03623198-n,knee pad,http://wordnet-rdf.princeton.edu/wn30/03623198-n
616,03627232-n,knot,http://wordnet-rdf.princeton.edu/wn30/03627232-n
617,03630383-n,"lab coat, laboratory coat",http://wordnet-rdf.princeton.edu/wn30/03630383-n
618,03633091-n,ladle,http://wordnet-rdf.princeton.edu/wn30/03633091-n
619,03637318-n,"lampshade, lamp shade",http://wordnet-rdf.princeton.edu/wn30/03637318-n
620,03642806-n,"laptop, laptop computer",http://wordnet-rdf.princeton.edu/wn30/03642806-n
621,03649909-n,"lawn mower, mower",http://wordnet-rdf.princeton.edu/wn30/03649909-n
622,03657121-n,"lens cap, lens cover",http://wordnet-rdf.princeton.edu/wn30/03657121-n
623,03658185-n,"letter opener, paper knife, paperknife",http://wordnet-rdf.princeton.edu/wn30/03658185-n
624,03661043-n,library,http://wordnet-rdf.princeton.edu/wn30/03661043-n
625,03662601-n,lifeboat,http://wordnet-rdf.princeton.edu/wn30/03662601-n
626,03666591-n,"lighter, light, igniter, ignitor",http://wordnet-rdf.princeton.edu/wn30/03666591-n
627,03670208-n,"limousine, limo",http://wordnet-rdf.princeton.edu/wn30/03670208-n
628,03673027-n,"liner, ocean liner",http://wordnet-rdf.princeton.edu/wn30/03673027-n
629,03676483-n,"lipstick, lip rouge",http://wordnet-rdf.princeton.edu/wn30/03676483-n
630,03680355-n,Loafer,http://wordnet-rdf.princeton.edu/wn30/03680355-n
631,03690938-n,lotion,http://wordnet-rdf.princeton.edu/wn30/03690938-n
632,03691459-n,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",http://wordnet-rdf.princeton.edu/wn30/03691459-n
633,03692522-n,"loupe, jeweler's loupe",http://wordnet-rdf.princeton.edu/wn30/03692522-n
634,03697007-n,"lumbermill, sawmill",http://wordnet-rdf.princeton.edu/wn30/03697007-n
635,03706229-n,magnetic compass,http://wordnet-rdf.princeton.edu/wn30/03706229-n
636,03709823-n,"mailbag, postbag",http://wordnet-rdf.princeton.edu/wn30/03709823-n
637,03710193-n,"mailbox, letter box",http://wordnet-rdf.princeton.edu/wn30/03710193-n
638,03710637-n,maillot,http://wordnet-rdf.princeton.edu/wn30/03710637-n
639,03710721-n,"maillot, tank suit",http://wordnet-rdf.princeton.edu/wn30/03710721-n
640,03717622-n,manhole cover,http://wordnet-rdf.princeton.edu/wn30/03717622-n
641,03720891-n,maraca,http://wordnet-rdf.princeton.edu/wn30/03720891-n
642,03721384-n,"marimba, xylophone",http://wordnet-rdf.princeton.edu/wn30/03721384-n
643,03724870-n,mask,http://wordnet-rdf.princeton.edu/wn30/03724870-n
644,03729826-n,matchstick,http://wordnet-rdf.princeton.edu/wn30/03729826-n
645,03733131-n,maypole,http://wordnet-rdf.princeton.edu/wn30/03733131-n
646,03733281-n,"maze, labyrinth",http://wordnet-rdf.princeton.edu/wn30/03733281-n
647,03733805-n,measuring cup,http://wordnet-rdf.princeton.edu/wn30/03733805-n
648,03742115-n,"medicine chest, medicine cabinet",http://wordnet-rdf.princeton.edu/wn30/03742115-n
649,03743016-n,"megalith, megalithic structure",http://wordnet-rdf.princeton.edu/wn30/03743016-n
650,03759954-n,"microphone, mike",http://wordnet-rdf.princeton.edu/wn30/03759954-n
651,03761084-n,"microwave, microwave oven",http://wordnet-rdf.princeton.edu/wn30/03761084-n
652,03763968-n,military uniform,http://wordnet-rdf.princeton.edu/wn30/03763968-n
653,03764736-n,milk can,http://wordnet-rdf.princeton.edu/wn30/03764736-n
654,03769881-n,minibus,http://wordnet-rdf.princeton.edu/wn30/03769881-n
655,03770439-n,"miniskirt, mini",http://wordnet-rdf.princeton.edu/wn30/03770439-n
656,03770679-n,minivan,http://wordnet-rdf.princeton.edu/wn30/03770679-n
657,03773504-n,missile,http://wordnet-rdf.princeton.edu/wn30/03773504-n
658,03775071-n,mitten,http://wordnet-rdf.princeton.edu/wn30/03775071-n
659,03775546-n,mixing bowl,http://wordnet-rdf.princeton.edu/wn30/03775546-n
660,03776460-n,"mobile home, manufactured home",http://wordnet-rdf.princeton.edu/wn30/03776460-n
661,03777568-n,Model T,http://wordnet-rdf.princeton.edu/wn30/03777568-n
662,03777754-n,modem,http://wordnet-rdf.princeton.edu/wn30/03777754-n
663,03781244-n,monastery,http://wordnet-rdf.princeton.edu/wn30/03781244-n
664,03782006-n,monitor,http://wordnet-rdf.princeton.edu/wn30/03782006-n
665,03785016-n,moped,http://wordnet-rdf.princeton.edu/wn30/03785016-n
666,03786901-n,mortar,http://wordnet-rdf.princeton.edu/wn30/03786901-n
667,03787032-n,mortarboard,http://wordnet-rdf.princeton.edu/wn30/03787032-n
668,03788195-n,mosque,http://wordnet-rdf.princeton.edu/wn30/03788195-n
669,03788365-n,mosquito net,http://wordnet-rdf.princeton.edu/wn30/03788365-n
670,03791053-n,"motor scooter, scooter",http://wordnet-rdf.princeton.edu/wn30/03791053-n
671,03792782-n,"mountain bike, all-terrain bike, off-roader",http://wordnet-rdf.princeton.edu/wn30/03792782-n
672,03792972-n,mountain tent,http://wordnet-rdf.princeton.edu/wn30/03792972-n
673,03793489-n,"mouse, computer mouse",http://wordnet-rdf.princeton.edu/wn30/03793489-n
674,03794056-n,mousetrap,http://wordnet-rdf.princeton.edu/wn30/03794056-n
675,03796401-n,moving van,http://wordnet-rdf.princeton.edu/wn30/03796401-n
676,03803284-n,muzzle,http://wordnet-rdf.princeton.edu/wn30/03803284-n
677,03804744-n,nail,http://wordnet-rdf.princeton.edu/wn30/03804744-n
678,03814639-n,neck brace,http://wordnet-rdf.princeton.edu/wn30/03814639-n
679,03814906-n,necklace,http://wordnet-rdf.princeton.edu/wn30/03814906-n
680,03825788-n,nipple,http://wordnet-rdf.princeton.edu/wn30/03825788-n
681,03832673-n,"notebook, notebook computer",http://wordnet-rdf.princeton.edu/wn30/03832673-n
682,03837869-n,obelisk,http://wordnet-rdf.princeton.edu/wn30/03837869-n
683,03838899-n,"oboe, hautboy, hautbois",http://wordnet-rdf.princeton.edu/wn30/03838899-n
684,03840681-n,"ocarina, sweet potato",http://wordnet-rdf.princeton.edu/wn30/03840681-n
685,03841143-n,"odometer, hodometer, mileometer, milometer",http://wordnet-rdf.princeton.edu/wn30/03841143-n
686,03843555-n,oil filter,http://wordnet-rdf.princeton.edu/wn30/03843555-n
687,03854065-n,"organ, pipe organ",http://wordnet-rdf.princeton.edu/wn30/03854065-n
688,03857828-n,"oscilloscope, scope, cathode-ray oscilloscope, CRO",http://wordnet-rdf.princeton.edu/wn30/03857828-n
689,03866082-n,overskirt,http://wordnet-rdf.princeton.edu/wn30/03866082-n
690,03868242-n,oxcart,http://wordnet-rdf.princeton.edu/wn30/03868242-n
691,03868863-n,oxygen mask,http://wordnet-rdf.princeton.edu/wn30/03868863-n
692,03871628-n,packet,http://wordnet-rdf.princeton.edu/wn30/03871628-n
693,03873416-n,"paddle, boat paddle",http://wordnet-rdf.princeton.edu/wn30/03873416-n
694,03874293-n,"paddlewheel, paddle wheel",http://wordnet-rdf.princeton.edu/wn30/03874293-n
695,03874599-n,padlock,http://wordnet-rdf.princeton.edu/wn30/03874599-n
696,03876231-n,paintbrush,http://wordnet-rdf.princeton.edu/wn30/03876231-n
697,03877472-n,"pajama, pyjama, pj's, jammies",http://wordnet-rdf.princeton.edu/wn30/03877472-n
698,03877845-n,palace,http://wordnet-rdf.princeton.edu/wn30/03877845-n
699,03884397-n,"panpipe, pandean pipe, syrinx",http://wordnet-rdf.princeton.edu/wn30/03884397-n
700,03887697-n,paper towel,http://wordnet-rdf.princeton.edu/wn30/03887697-n
701,03888257-n,"parachute, chute",http://wordnet-rdf.princeton.edu/wn30/03888257-n
702,03888605-n,"parallel bars, bars",http://wordnet-rdf.princeton.edu/wn30/03888605-n
703,03891251-n,park bench,http://wordnet-rdf.princeton.edu/wn30/03891251-n
704,03891332-n,parking meter,http://wordnet-rdf.princeton.edu/wn30/03891332-n
705,03895866-n,"passenger car, coach, carriage",http://wordnet-rdf.princeton.edu/wn30/03895866-n
706,03899768-n,"patio, terrace",http://wordnet-rdf.princeton.edu/wn30/03899768-n
707,03902125-n,"pay-phone, pay-station",http://wordnet-rdf.princeton.edu/wn30/03902125-n
708,03903868-n,"pedestal, plinth, footstall",http://wordnet-rdf.princeton.edu/wn30/03903868-n
709,03908618-n,"pencil box, pencil case",http://wordnet-rdf.princeton.edu/wn30/03908618-n
710,03908714-n,pencil sharpener,http://wordnet-rdf.princeton.edu/wn30/03908714-n
711,03916031-n,"perfume, essence",http://wordnet-rdf.princeton.edu/wn30/03916031-n
712,03920288-n,Petri dish,http://wordnet-rdf.princeton.edu/wn30/03920288-n
713,03924679-n,photocopier,http://wordnet-rdf.princeton.edu/wn30/03924679-n
714,03929660-n,"pick, plectrum, plectron",http://wordnet-rdf.princeton.edu/wn30/03929660-n
715,03929855-n,pickelhaube,http://wordnet-rdf.princeton.edu/wn30/03929855-n
716,03930313-n,"picket fence, paling",http://wordnet-rdf.princeton.edu/wn30/03930313-n
717,03930630-n,"pickup, pickup truck",http://wordnet-rdf.princeton.edu/wn30/03930630-n
718,03933933-n,pier,http://wordnet-rdf.princeton.edu/wn30/03933933-n
719,03935335-n,"piggy bank, penny bank",http://wordnet-rdf.princeton.edu/wn30/03935335-n
720,03937543-n,pill bottle,http://wordnet-rdf.princeton.edu/wn30/03937543-n
721,03938244-n,pillow,http://wordnet-rdf.princeton.edu/wn30/03938244-n
722,03942813-n,ping-pong ball,http://wordnet-rdf.princeton.edu/wn30/03942813-n
723,03944341-n,pinwheel,http://wordnet-rdf.princeton.edu/wn30/03944341-n
724,03947888-n,"pirate, pirate ship",http://wordnet-rdf.princeton.edu/wn30/03947888-n
725,03950228-n,"pitcher, ewer",http://wordnet-rdf.princeton.edu/wn30/03950228-n
726,03954731-n,"plane, carpenter's plane, woodworking plane",http://wordnet-rdf.princeton.edu/wn30/03954731-n
727,03956157-n,planetarium,http://wordnet-rdf.princeton.edu/wn30/03956157-n
728,03958227-n,plastic bag,http://wordnet-rdf.princeton.edu/wn30/03958227-n
729,03961711-n,plate rack,http://wordnet-rdf.princeton.edu/wn30/03961711-n
730,03967562-n,"plow, plough",http://wordnet-rdf.princeton.edu/wn30/03967562-n
731,03970156-n,"plunger, plumber's helper",http://wordnet-rdf.princeton.edu/wn30/03970156-n
732,03976467-n,"Polaroid camera, Polaroid Land camera",http://wordnet-rdf.princeton.edu/wn30/03976467-n
733,03976657-n,pole,http://wordnet-rdf.princeton.edu/wn30/03976657-n
734,03977966-n,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",http://wordnet-rdf.princeton.edu/wn30/03977966-n
735,03980874-n,poncho,http://wordnet-rdf.princeton.edu/wn30/03980874-n
736,03982430-n,"pool table, billiard table, snooker table",http://wordnet-rdf.princeton.edu/wn30/03982430-n
737,03983396-n,"pop bottle, soda bottle",http://wordnet-rdf.princeton.edu/wn30/03983396-n
738,03991062-n,"pot, flowerpot",http://wordnet-rdf.princeton.edu/wn30/03991062-n
739,03992509-n,potter'ss wheel,http://wordnet-rdf.princeton.edu/wn30/03992509-n
740,03995372-n,power drill,http://wordnet-rdf.princeton.edu/wn30/03995372-n
741,03998194-n,"prayer rug, prayer mat",http://wordnet-rdf.princeton.edu/wn30/03998194-n
742,04004767-n,printer,http://wordnet-rdf.princeton.edu/wn30/04004767-n
743,04005630-n,"prison, prison house",http://wordnet-rdf.princeton.edu/wn30/04005630-n
744,04008634-n,"projectile, missile",http://wordnet-rdf.princeton.edu/wn30/04008634-n
745,04009552-n,projector,http://wordnet-rdf.princeton.edu/wn30/04009552-n
746,04019541-n,"puck, hockey puck",http://wordnet-rdf.princeton.edu/wn30/04019541-n
747,04023962-n,"punching bag, punch bag, punching ball, punchball",http://wordnet-rdf.princeton.edu/wn30/04023962-n
748,04026417-n,purse,http://wordnet-rdf.princeton.edu/wn30/04026417-n
749,04033901-n,"quill, quill pen",http://wordnet-rdf.princeton.edu/wn30/04033901-n
750,04033995-n,"quilt, comforter, comfort, puff",http://wordnet-rdf.princeton.edu/wn30/04033995-n
751,04037443-n,"racer, race car, racing car",http://wordnet-rdf.princeton.edu/wn30/04037443-n
752,04039381-n,"racket, racquet",http://wordnet-rdf.princeton.edu/wn30/04039381-n
753,04040759-n,radiator,http://wordnet-rdf.princeton.edu/wn30/04040759-n
754,04041544-n,"radio, wireless",http://wordnet-rdf.princeton.edu/wn30/04041544-n
755,04044716-n,"radio telescope, radio reflector",http://wordnet-rdf.princeton.edu/wn30/04044716-n
756,04049303-n,rain barrel,http://wordnet-rdf.princeton.edu/wn30/04049303-n
757,04065272-n,"recreational vehicle, RV, R.V.",http://wordnet-rdf.princeton.edu/wn30/04065272-n
758,04067472-n,reel,http://wordnet-rdf.princeton.edu/wn30/04067472-n
759,04069434-n,reflex camera,http://wordnet-rdf.princeton.edu/wn30/04069434-n
760,04070727-n,"refrigerator, icebox",http://wordnet-rdf.princeton.edu/wn30/04070727-n
761,04074963-n,"remote control, remote",http://wordnet-rdf.princeton.edu/wn30/04074963-n
762,04081281-n,"restaurant, eating house, eating place, eatery",http://wordnet-rdf.princeton.edu/wn30/04081281-n
763,04086273-n,"revolver, six-gun, six-shooter",http://wordnet-rdf.princeton.edu/wn30/04086273-n
764,04090263-n,rifle,http://wordnet-rdf.princeton.edu/wn30/04090263-n
765,04099969-n,"rocking chair, rocker",http://wordnet-rdf.princeton.edu/wn30/04099969-n
766,04111531-n,rotisserie,http://wordnet-rdf.princeton.edu/wn30/04111531-n
767,04116512-n,"rubber eraser, rubber, pencil eraser",http://wordnet-rdf.princeton.edu/wn30/04116512-n
768,04118538-n,rugby ball,http://wordnet-rdf.princeton.edu/wn30/04118538-n
769,04118776-n,"rule, ruler",http://wordnet-rdf.princeton.edu/wn30/04118776-n
770,04120489-n,running shoe,http://wordnet-rdf.princeton.edu/wn30/04120489-n
771,04125021-n,safe,http://wordnet-rdf.princeton.edu/wn30/04125021-n
772,04127249-n,safety pin,http://wordnet-rdf.princeton.edu/wn30/04127249-n
773,04131690-n,"saltshaker, salt shaker",http://wordnet-rdf.princeton.edu/wn30/04131690-n
774,04133789-n,sandal,http://wordnet-rdf.princeton.edu/wn30/04133789-n
775,04136333-n,sarong,http://wordnet-rdf.princeton.edu/wn30/04136333-n
776,04141076-n,"sax, saxophone",http://wordnet-rdf.princeton.edu/wn30/04141076-n
777,04141327-n,scabbard,http://wordnet-rdf.princeton.edu/wn30/04141327-n
778,04141975-n,"scale, weighing machine",http://wordnet-rdf.princeton.edu/wn30/04141975-n
779,04146614-n,school bus,http://wordnet-rdf.princeton.edu/wn30/04146614-n
780,04147183-n,schooner,http://wordnet-rdf.princeton.edu/wn30/04147183-n
781,04149813-n,scoreboard,http://wordnet-rdf.princeton.edu/wn30/04149813-n
782,04152593-n,"screen, CRT screen",http://wordnet-rdf.princeton.edu/wn30/04152593-n
783,04153751-n,screw,http://wordnet-rdf.princeton.edu/wn30/04153751-n
784,04154565-n,screwdriver,http://wordnet-rdf.princeton.edu/wn30/04154565-n
785,04162706-n,"seat belt, seatbelt",http://wordnet-rdf.princeton.edu/wn30/04162706-n
786,04179913-n,sewing machine,http://wordnet-rdf.princeton.edu/wn30/04179913-n
787,04192698-n,"shield, buckler",http://wordnet-rdf.princeton.edu/wn30/04192698-n
788,04200800-n,"shoe shop, shoe-shop, shoe store",http://wordnet-rdf.princeton.edu/wn30/04200800-n
789,04201297-n,shoji,http://wordnet-rdf.princeton.edu/wn30/04201297-n
790,04204238-n,shopping basket,http://wordnet-rdf.princeton.edu/wn30/04204238-n
791,04204347-n,shopping cart,http://wordnet-rdf.princeton.edu/wn30/04204347-n
792,04208210-n,shovel,http://wordnet-rdf.princeton.edu/wn30/04208210-n
793,04209133-n,shower cap,http://wordnet-rdf.princeton.edu/wn30/04209133-n
794,04209239-n,shower curtain,http://wordnet-rdf.princeton.edu/wn30/04209239-n
795,04228054-n,ski,http://wordnet-rdf.princeton.edu/wn30/04228054-n
796,04229816-n,ski mask,http://wordnet-rdf.princeton.edu/wn30/04229816-n
797,04235860-n,sleeping bag,http://wordnet-rdf.princeton.edu/wn30/04235860-n
798,04238763-n,"slide rule, slipstick",http://wordnet-rdf.princeton.edu/wn30/04238763-n
799,04239074-n,sliding door,http://wordnet-rdf.princeton.edu/wn30/04239074-n
800,04243546-n,"slot, one-armed bandit",http://wordnet-rdf.princeton.edu/wn30/04243546-n
801,04251144-n,snorkel,http://wordnet-rdf.princeton.edu/wn30/04251144-n
802,04252077-n,snowmobile,http://wordnet-rdf.princeton.edu/wn30/04252077-n
803,04252225-n,"snowplow, snowplough",http://wordnet-rdf.princeton.edu/wn30/04252225-n
804,04254120-n,soap dispenser,http://wordnet-rdf.princeton.edu/wn30/04254120-n
805,04254680-n,soccer ball,http://wordnet-rdf.princeton.edu/wn30/04254680-n
806,04254777-n,sock,http://wordnet-rdf.princeton.edu/wn30/04254777-n
807,04258138-n,"solar dish, solar collector, solar furnace",http://wordnet-rdf.princeton.edu/wn30/04258138-n
808,04259630-n,sombrero,http://wordnet-rdf.princeton.edu/wn30/04259630-n
809,04263257-n,soup bowl,http://wordnet-rdf.princeton.edu/wn30/04263257-n
810,04264628-n,space bar,http://wordnet-rdf.princeton.edu/wn30/04264628-n
811,04265275-n,space heater,http://wordnet-rdf.princeton.edu/wn30/04265275-n
812,04266014-n,space shuttle,http://wordnet-rdf.princeton.edu/wn30/04266014-n
813,04270147-n,spatula,http://wordnet-rdf.princeton.edu/wn30/04270147-n
814,04273569-n,speedboat,http://wordnet-rdf.princeton.edu/wn30/04273569-n
815,04275548-n,"spider web, spider's web",http://wordnet-rdf.princeton.edu/wn30/04275548-n
816,04277352-n,spindle,http://wordnet-rdf.princeton.edu/wn30/04277352-n
817,04285008-n,"sports car, sport car",http://wordnet-rdf.princeton.edu/wn30/04285008-n
818,04286575-n,"spotlight, spot",http://wordnet-rdf.princeton.edu/wn30/04286575-n
819,04296562-n,stage,http://wordnet-rdf.princeton.edu/wn30/04296562-n
820,04310018-n,steam locomotive,http://wordnet-rdf.princeton.edu/wn30/04310018-n
821,04311004-n,steel arch bridge,http://wordnet-rdf.princeton.edu/wn30/04311004-n
822,04311174-n,steel drum,http://wordnet-rdf.princeton.edu/wn30/04311174-n
823,04317175-n,stethoscope,http://wordnet-rdf.princeton.edu/wn30/04317175-n
824,04325704-n,stole,http://wordnet-rdf.princeton.edu/wn30/04325704-n
825,04326547-n,stone wall,http://wordnet-rdf.princeton.edu/wn30/04326547-n
826,04328186-n,"stopwatch, stop watch",http://wordnet-rdf.princeton.edu/wn30/04328186-n
827,04330267-n,stove,http://wordnet-rdf.princeton.edu/wn30/04330267-n
828,04332243-n,strainer,http://wordnet-rdf.princeton.edu/wn30/04332243-n
829,04335435-n,"streetcar, tram, tramcar, trolley, trolley car",http://wordnet-rdf.princeton.edu/wn30/04335435-n
830,04336792-n,stretcher,http://wordnet-rdf.princeton.edu/wn30/04336792-n
831,04344873-n,"studio couch, day bed",http://wordnet-rdf.princeton.edu/wn30/04344873-n
832,04346328-n,"stupa, tope",http://wordnet-rdf.princeton.edu/wn30/04346328-n
833,04347754-n,"submarine, pigboat, sub, U-boat",http://wordnet-rdf.princeton.edu/wn30/04347754-n
834,04350905-n,"suit, suit of clothes",http://wordnet-rdf.princeton.edu/wn30/04350905-n
835,04355338-n,sundial,http://wordnet-rdf.princeton.edu/wn30/04355338-n
836,04355933-n,sunglass,http://wordnet-rdf.princeton.edu/wn30/04355933-n
837,04356056-n,"sunglasses, dark glasses, shades",http://wordnet-rdf.princeton.edu/wn30/04356056-n
838,04357314-n,"sunscreen, sunblock, sun blocker",http://wordnet-rdf.princeton.edu/wn30/04357314-n
839,04366367-n,suspension bridge,http://wordnet-rdf.princeton.edu/wn30/04366367-n
840,04367480-n,"swab, swob, mop",http://wordnet-rdf.princeton.edu/wn30/04367480-n
841,04370456-n,sweatshirt,http://wordnet-rdf.princeton.edu/wn30/04370456-n
842,04371430-n,"swimming trunks, bathing trunks",http://wordnet-rdf.princeton.edu/wn30/04371430-n
843,04371774-n,swing,http://wordnet-rdf.princeton.edu/wn30/04371774-n
844,04372370-n,"switch, electric switch, electrical switch",http://wordnet-rdf.princeton.edu/wn30/04372370-n
845,04376876-n,syringe,http://wordnet-rdf.princeton.edu/wn30/04376876-n
846,04380533-n,table lamp,http://wordnet-rdf.princeton.edu/wn30/04380533-n
847,04389033-n,"tank, army tank, armored combat vehicle, armoured combat vehicle",http://wordnet-rdf.princeton.edu/wn30/04389033-n
848,04392985-n,tape player,http://wordnet-rdf.princeton.edu/wn30/04392985-n
849,04398044-n,teapot,http://wordnet-rdf.princeton.edu/wn30/04398044-n
850,04399382-n,"teddy, teddy bear",http://wordnet-rdf.princeton.edu/wn30/04399382-n
851,04404412-n,"television, television system",http://wordnet-rdf.princeton.edu/wn30/04404412-n
852,04409515-n,tennis ball,http://wordnet-rdf.princeton.edu/wn30/04409515-n
853,04417672-n,"thatch, thatched roof",http://wordnet-rdf.princeton.edu/wn30/04417672-n
854,04418357-n,"theater curtain, theatre curtain",http://wordnet-rdf.princeton.edu/wn30/04418357-n
855,04423845-n,thimble,http://wordnet-rdf.princeton.edu/wn30/04423845-n
856,04428191-n,"thresher, thrasher, threshing machine",http://wordnet-rdf.princeton.edu/wn30/04428191-n
857,04429376-n,throne,http://wordnet-rdf.princeton.edu/wn30/04429376-n
858,04435653-n,tile roof,http://wordnet-rdf.princeton.edu/wn30/04435653-n
859,04442312-n,toaster,http://wordnet-rdf.princeton.edu/wn30/04442312-n
860,04443257-n,"tobacco shop, tobacconist shop, tobacconist",http://wordnet-rdf.princeton.edu/wn30/04443257-n
861,04447861-n,toilet seat,http://wordnet-rdf.princeton.edu/wn30/04447861-n
862,04456115-n,torch,http://wordnet-rdf.princeton.edu/wn30/04456115-n
863,04458633-n,totem pole,http://wordnet-rdf.princeton.edu/wn30/04458633-n
864,04461696-n,"tow truck, tow car, wrecker",http://wordnet-rdf.princeton.edu/wn30/04461696-n
865,04462240-n,toyshop,http://wordnet-rdf.princeton.edu/wn30/04462240-n
866,04465501-n,tractor,http://wordnet-rdf.princeton.edu/wn30/04465501-n
867,04467665-n,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",http://wordnet-rdf.princeton.edu/wn30/04467665-n
868,04476259-n,tray,http://wordnet-rdf.princeton.edu/wn30/04476259-n
869,04479046-n,trench coat,http://wordnet-rdf.princeton.edu/wn30/04479046-n
870,04482393-n,"tricycle, trike, velocipede",http://wordnet-rdf.princeton.edu/wn30/04482393-n
871,04483307-n,trimaran,http://wordnet-rdf.princeton.edu/wn30/04483307-n
872,04485082-n,tripod,http://wordnet-rdf.princeton.edu/wn30/04485082-n
873,04486054-n,triumphal arch,http://wordnet-rdf.princeton.edu/wn30/04486054-n
874,04487081-n,"trolleybus, trolley coach, trackless trolley",http://wordnet-rdf.princeton.edu/wn30/04487081-n
875,04487394-n,trombone,http://wordnet-rdf.princeton.edu/wn30/04487394-n
876,04493381-n,"tub, vat",http://wordnet-rdf.princeton.edu/wn30/04493381-n
877,04501370-n,turnstile,http://wordnet-rdf.princeton.edu/wn30/04501370-n
878,04505470-n,typewriter keyboard,http://wordnet-rdf.princeton.edu/wn30/04505470-n
879,04507155-n,umbrella,http://wordnet-rdf.princeton.edu/wn30/04507155-n
880,04509417-n,"unicycle, monocycle",http://wordnet-rdf.princeton.edu/wn30/04509417-n
881,04515003-n,"upright, upright piano",http://wordnet-rdf.princeton.edu/wn30/04515003-n
882,04517823-n,"vacuum, vacuum cleaner",http://wordnet-rdf.princeton.edu/wn30/04517823-n
883,04522168-n,vase,http://wordnet-rdf.princeton.edu/wn30/04522168-n
884,04523525-n,vault,http://wordnet-rdf.princeton.edu/wn30/04523525-n
885,04525038-n,velvet,http://wordnet-rdf.princeton.edu/wn30/04525038-n
886,04525305-n,vending machine,http://wordnet-rdf.princeton.edu/wn30/04525305-n
887,04532106-n,vestment,http://wordnet-rdf.princeton.edu/wn30/04532106-n
888,04532670-n,viaduct,http://wordnet-rdf.princeton.edu/wn30/04532670-n
889,04536866-n,"violin, fiddle",http://wordnet-rdf.princeton.edu/wn30/04536866-n
890,04540053-n,volleyball,http://wordnet-rdf.princeton.edu/wn30/04540053-n
